product	platform	p_group	focus_area	support_level	status	meets_volume_criteria	support_level_desc
Video AI	Google Cloud	Data	AI/ML	FALLBACK|SUGGESTED FOCUS AREA	UNVERIFIED	FALSE	SUGGESTED Focus Area, does not meet volume requirements, shares top category with FA:  gcp/category/ai-and-machine-learning
Video Stitcher API	Google Cloud	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Virtual Private Cloud (VPC)	Google Cloud	Infrastructure	Networking	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Virus Total	Google Cloud	Infrastructure	Security and Identity	FALLBACK|SUGGESTED FOCUS AREA	UNVERIFIED	FALSE	SUGGESTED Focus Area, does not meet volume requirements, shares top category with FA:  gcp/category/security-and-identity
Vision AI	Google Cloud	Data	AI/ML	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Web Risk	Google Cloud	Infrastructure	Security and Identity	FALLBACK|SUGGESTED FOCUS AREA	UNVERIFIED	FALSE	SUGGESTED Focus Area, does not meet volume requirements, shares top category with FA:  gcp/category/security-and-identity
Workflows	Google Cloud	Data	Data Engineering	SECONDARY	UNVERIFIED	TRUE	SUGGESTED because Top Focus Area in category by volume: gcp/category/integration-services
Workflows	Google Cloud	Infrastructure	Serverless	SECONDARY	UNVERIFIED	TRUE	SUGGESTED because Top Focus Area in category by volume: gcp/category/serverless
Workflows	Google Cloud	Infrastructure	DevOps	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
firebase	Google Cloud	Infrastructure	Serverless	PRIMARY	VERIFIED	FALSE	Matches Primary Focus area NOT volume criteria
reCAPTCHA Enterprise	Google Cloud	Infrastructure	Security and Identity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Admin	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Apps Script	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Calendar	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Chat	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Docs	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Drive	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Forms	Google Workspace	Productivity	Productivity	FALLBACK|SUGGESTED FOCUS AREA	UNVERIFIED	FALSE	SUGGESTED Focus Area, does not meet volume requirements, shares top category with FA:  gsuite/category/applications
Gmail	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Keep	Google Workspace	Productivity	Productivity	FALLBACK|SUGGESTED FOCUS AREA	UNVERIFIED	FALSE	SUGGESTED Focus Area, does not meet volume requirements, shares top category with FA:  gsuite/category/applications
Meet	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Sheets	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Sites	Google Workspace	Productivity	Productivity	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Slides	Google Workspace	Productivity	Productivity	FALLBACK|SUGGESTED FOCUS AREA	UNVERIFIED	FALSE	SUGGESTED Focus Area, does not meet volume requirements, shares top category with FA:  gsuite/category/applications
AI Anomaly Detector	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
AI Language	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
API Management	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
App Center	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
App Configuration	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
App Service	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Application Gateway	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Archive Storage	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Automation	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Avere vFXT for Azure	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Bot Service	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Content Safety	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Custom Vision	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Document Intelligence	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Immersive Reader	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Metrics Advisor	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Personalizer	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Search	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Services	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Studio	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Translator	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure AI Video Indexer	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Active Directory External Identities	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Advisor	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Analysis Services	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Arc	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Artifacts	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Automanage	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Backup	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Bastion	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Blob Storage	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Blueprints Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Boards	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Cache for Redis	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Chaos Studio	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Communication Services	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Communications Gateway	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Container Apps	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Container Instances	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Container Registry	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Container Storage preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Cosmos DB	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure CycleCloud	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure DDoS Protection	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure DNS	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Data Box	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Data Explorer	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Data Factory	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Data Lake Storage	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Data Lake Storage Gen1	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Data Share	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Database Migration Service	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Database for MariaDB	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Database for MySQL	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Database for PostgreSQL	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Databricks	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Dedicated HSM	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Dedicated Host	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Deployment Environments Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure DevOps	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure DevTest Labs	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Digital Twins	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Disk Storage	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Elastic SAN	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure ExpressRoute	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Files	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Firewall	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Firewall Manager	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Fluid Relay	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Front Door	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Functions	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure HDInsight on Azure Kubernetes Service (AKS)Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure HPC Cache	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Health Data Services	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Information Protection	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Internet Analyzer Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure IoT Central	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure IoT Edge	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure IoT Hub	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure IoT Operations	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Kubernetes Fleet Manager Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Kubernetes Service (AKS)	Microsoft Azure	Azure	Azure	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Azure Kubernetes Service Edge Essentials	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Lab Services	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Lighthouse	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Load Testing Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Machine Learning	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Managed Applications	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Managed Confidential Consortium Framework {CCF}	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Managed Grafana	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Managed Instance for Apache Cassandra	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Managed Lustre	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Maps	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Media Player	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Migrate	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Modular Datacenter	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Monitor	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure NAT Gateway	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure NetApp Files	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Network Function Manager	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Open Datasets	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure OpenAI Service Preview	Microsoft Azure	Azure	Azure	PRIMARY	VERIFIED	TRUE	Matches Primary Focus area and meets volume criteria
Azure Operator 5G Core	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Operator Call Protection	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Operator Insights	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Operator Nexus Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Operator Service Manager Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Orbital Ground Station	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Pipelines	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Policy	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Private 5G Core Preview	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Private Link	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Programmable Connectivity	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Quantum	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure RTOS	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Red Hat OpenShift	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Repos	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Resource Manager	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Resource Manager templates	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Resource Mover	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Route Server	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure SQL	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure SQL Database	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure SQL Edge	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure SQL Managed Instance	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Service Fabric	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Service Health	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure SignalR Service	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Site Recovery	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Sphere	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Spot Virtual Machines	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Spring Apps	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Stack	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Stack Edge	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Stack HCI	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Stack Hub	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Storage Actions	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Stream Analytics	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Synapse Analytics	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Test Plans	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Time Series Insights	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure VM Image Builder	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure VMware Solution	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
Azure Virtual Desktop	Microsoft Azure	Unassigned	Unassigned	FALLBACK|UNASSIGNED	UNVERIFIED	FALSE	Does not meet volume criteria and category not significant in any Focus Area
